id,Fairing Diameter,Fairing Height,Liftoff Thrust,Payload to GTO,Payload to LEO,Price,Rocket Height,Stages,Status,Strap-ons,base,company,date,link,status,title_1,title_2
6179,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2011-06-07 20:12:00+00:00,/launches/details/6179,1,Soyuz FG,Soyuz TMA-02M
601,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2011-05-20 20:38:00+00:00,/launches/details/601,1,Ariane 5 ECA,ST-2 & GSAT-8
6379,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2011-05-20 19:15:00+00:00,/launches/details/6379,1,Proton-M/Briz-M,Telstar 14R
684,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2011-05-16 12:56:00+00:00,/launches/details/684,1,Space Shuttle Endeavour,STS-134
874,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2011-05-07 18:10:00+00:00,/launches/details/874,1,Atlas V 401,SBIRS GEO-1
6083,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2011-05-04 17:41:00+00:00,/launches/details/6083,1,Soyuz 2.1a/Fregat-M,Meridian n°14L
5350,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2011-04-27 13:05:00+00:00,/launches/details/5350,1,Soyuz U,Progress M-10M
596,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2011-04-22 21:37:00+00:00,/launches/details/596,1,Ariane 5 ECA,Yahsat 1A & Intelsat 28
2073,3.2 m,8.3 m,"6,887 kN","1,410 kg","3,250 kg",$25.0 million,44.5 m,4,Retired,6,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2011-04-20 04:42:00+00:00,/launches/details/2073,1,PSLV-G,"ResourceSat-2, X-Sat & YouthSat"
873,4.2 m,13.8 m,"5,489 kN","5,950 kg","12,030 kg",$115.0 million,58.3 m,2,Retired,1,"SLC-3E, Vandenberg SFB, California, USA",ULA,2011-04-15 04:24:00+00:00,/launches/details/873,1,Atlas V 411,NROL-34
5395,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2011-04-09 20:47:00+00:00,/launches/details/5395,1,Long March 3A,Beidou-2 I3
6180,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2011-04-04 22:18:00+00:00,/launches/details/6180,1,Soyuz FG,Soyuz TMA-21
161,4.0 m,11.75 m,"4,895 kN","6,390 kg","10,440 kg",$164.0 million,62.5 m,2,Retired,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2011-03-11 23:38:00+00:00,/launches/details/161,1,"Delta IV Medium+ (4,2)",NROL-27
872,5.4 m,26.5 m,"3,826 kN","3,780 kg","8,210 kg",$120.0 million,62.2 m,2,Retired,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2011-03-05 22:46:00+00:00,/launches/details/872,1,Atlas V 501,OTV-2
352,2.34 m,,"1,607 kN",,"1,458 kg",$45.0 million,27.9 m,4,Active,0,"SLC-576E, Vandenberg SFB, California, USA",Northrop,2011-03-04 10:09:00+00:00,/launches/details/352,0,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]"
6110,4.11 m,11.43 m,"4,550 kN","3,250 kg","7,500 kg",$25.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2011-02-26 03:07:00+00:00,/launches/details/6110,1,Soyuz 2.1b/Fregat-M,Cosmos 2471
683,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2011-02-24 21:53:00+00:00,/launches/details/683,1,Space Shuttle Discovery,STS-133
591,5.4 m,17.0 m,"15,120 kN",,"21,000 kg",,50.5 m,2,Retired,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2011-02-16 21:51:00+00:00,/launches/details/591,1,Ariane 5 ES,ATV-2
351,1.27 m,3.79 m,935 kN,,580 kg,$40.0 million,19.21 m,4,Active,0,"SLC-8, Vandenberg SFB, California, USA",Northrop,2011-02-06 12:26:00+00:00,/launches/details/351,1,Minotaur I,NROL-66
2634,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",VKS RF,2011-02-01 14:00:00+00:00,/launches/details/2634,0,Rokot/Briz KM,Cosmos 2470
5351,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2011-01-28 01:31:00+00:00,/launches/details/5351,1,Soyuz U,Progress M-09M
465,5.1 m,15.0 m,,"8,000 kg","16,500 kg",$112.5 million,56.6 m,2,Retired,4,"LA-Y2, Tanegashima Space Center, Japan",MHI,2011-01-22 05:37:00+00:00,/launches/details/465,1,H-IIB,HTV-2
132,5.1 m,19.1 m,"9,411 kN","13,810 kg","28,370 kg",$350.0 million,72.0 m,2,Active,2,"SLC-6, Vandenberg SFB, California, USA",ULA,2011-01-20 21:10:00+00:00,/launches/details/132,1,Delta IV Heavy,NROL-49
3280,4.1 m,10.7 m,"7,257 kN","6,000 kg","13,740 kg",,54.35 m,3,Retired,0,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2011-01-20 12:29:00+00:00,/launches/details/3280,1,Zenit-3 SLBF,Elektro-L n°1
588,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-12-29 21:27:00+00:00,/launches/details/588,1,Ariane 5 ECA,Koreasat 6 & Hispasat-1E
6364,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-12-26 21:50:00+00:00,/launches/details/6364,1,Proton-M/Briz-M,KA-SAT
1157,3.4 m,7.8 m,,"1,500 kg",,$47.0 million,49.13 m,3,Retired,4,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2010-12-25 10:34:00+00:00,/launches/details/1157,0,GSLV Mk I,GSAT-5P
5208,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2010-12-17 20:20:00+00:00,/launches/details/5208,1,Long March 3A,Beidou-2 I2
6181,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-12-15 19:09:00+00:00,/launches/details/6181,1,Soyuz FG,Soyuz TMA-20
10,5.2 m,13.0 m,"4,940 kN","4,540 kg","10,450 kg",$59.5 million,54.9 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2010-12-08 15:43:00+00:00,/launches/details/10,1,Falcon 9 Block 1 (v1.0),COTS-1
6375,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-12-05 10:25:00+00:00,/launches/details/6375,0,Proton-M/DM-3,Glonass-M Block 43
587,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-11-26 18:39:00+00:00,/launches/details/587,1,Ariane 5 ECA,Intelsat 17 & HYLAS-1
5207,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2010-11-24 16:09:00+00:00,/launches/details/5207,1,Long March 3A,ChinaSat-20A
131,5.1 m,19.1 m,"9,411 kN","13,810 kg","28,370 kg",$350.0 million,72.0 m,2,Active,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2010-11-21 22:58:00+00:00,/launches/details/131,1,Delta IV Heavy,NROL-32
350,2.34 m,6.4 m,"2,200 kN",,"1,735 kg",$46.0 million,23.88 m,4,Active,0,"LP-1, Pacific Spaceport Complex, Kodiak, Alaska, USA",Northrop,2010-11-20 01:25:00+00:00,/launches/details/350,1,Minotaur IV,STP-S26
6365,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-11-14 17:29:00+00:00,/launches/details/6365,1,Proton-M/Briz-M,SkyTerra-1
1191,3.0 m,8.9 m,"3,020 kN",,"3,099 kg",,38.9 m,2,Retired,4,"SLC-2W, Vandenberg SFB, California, USA",ULA,2010-11-06 02:20:00+00:00,/launches/details/1191,1,Delta II 7420-10C,COSMO-4
5202,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2010-11-04 18:37:00+00:00,/launches/details/5202,1,Long March 4C,Fengyun-3B
6084,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2010-11-02 00:58:00+00:00,/launches/details/6084,1,Soyuz 2.1a/Fregat-M,Meridian n°13L
5201,4.2 m,9.78 m,"5,923 kN","3,800 kg","8,000 kg",$20.14 million,54.84 m,3,Retired,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2010-10-31 16:26:00+00:00,/launches/details/5201,1,Long March 3C,Beidou-2 G4
586,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-10-28 21:51:00+00:00,/launches/details/586,1,Ariane 5 ECA,Eutelsat W3B & BSAT-3B
5352,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-10-27 15:11:00+00:00,/launches/details/5352,1,Soyuz U,Progress M-08M
6093,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Starsem,2010-10-19 17:10:00+00:00,/launches/details/6093,1,Soyuz 2.1a/Fregat,Globalstar-2 M078 & 93 to 97
6366,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",ILS,2010-10-14 18:53:00+00:00,/launches/details/6366,1,Proton-M/Briz-M,Sirius XM-5
6182,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-10-07 23:10:00+00:00,/launches/details/6182,1,Soyuz FG,Soyuz TMA-01M
5196,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2010-10-06 00:49:00+00:00,/launches/details/5196,1,Long March 4B,Shijian-6G & 6H
5165,4.2 m,9.78 m,"5,923 kN","3,800 kg","8,000 kg",$20.14 million,54.84 m,3,Retired,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2010-10-01 10:59:00+00:00,/launches/details/5165,1,Long March 3C,Chang'e 2
3941,2.58 m,7.81 m,"4,391 kN","2,400 kg","6,200 kg",,44.23 m,4,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2010-09-30 17:01:00+00:00,/launches/details/3941,1,Molniya-M /Block 2BL,Cosmos 2469
349,2.34 m,6.4 m,"2,200 kN",,"1,735 kg",$46.0 million,23.88 m,4,Active,0,"SLC-8, Vandenberg SFB, California, USA",Northrop,2010-09-26 04:41:00+00:00,/launches/details/349,1,Minotaur IV,SBSS
5163,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2010-09-22 02:42:00+00:00,/launches/details/5163,1,Long March 2D,"Yaogan 11, ZDPS-1A & 1B"
871,5.4 m,26.5 m,"3,826 kN","3,780 kg","8,210 kg",$120.0 million,62.2 m,2,Retired,0,"SLC-3E, Vandenberg SFB, California, USA",ULA,2010-09-21 04:03:00+00:00,/launches/details/871,1,Atlas V 501,NROL-41
1473,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2010-09-11 11:17:00+00:00,/launches/details/1473,1,H-IIA 202,Michibiki 1
5353,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-09-10 10:22:00+00:00,/launches/details/5353,1,Soyuz U,Progress M-07M
2635,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",VKS RF,2010-09-08 03:30:00+00:00,/launches/details/2635,1,Rokot/Briz KM,"Cosmos 2467, 2468 & Goniets-M n°12L"
5161,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2010-09-04 16:14:00+00:00,/launches/details/5161,1,Long March 3B/E,ChinaSat-6A
6374,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-09-02 00:53:00+00:00,/launches/details/6374,1,Proton-M/DM-2,"Cosmos 2464, 2465 & 2466"
5159,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2010-08-24 07:10:00+00:00,/launches/details/5159,1,Long March 2D,Tianhui-1A
870,5.4 m,26.5 m,"8,815 kN","7,450 kg","15,530 kg",$140.0 million,62.2 m,2,Active,3,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2010-08-14 11:07:00+00:00,/launches/details/870,1,Atlas V 531,AEHF-1
5156,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2010-08-09 22:49:00+00:00,/launches/details/5156,1,Long March 4C,Yaogan 10
585,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-08-04 20:59:00+00:00,/launches/details/585,1,Ariane 5 ECA,Nilesat-201 & Rascom-QAF 1R
5154,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2010-07-31 21:30:00+00:00,/launches/details/5154,1,Long March 3A,Beidou-2 I1
2072,3.2 m,8.3 m,"4,847 kN",,,$21.0 million,44.0 m,4,Active,0,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2010-07-12 03:52:00+00:00,/launches/details/2072,1,PSLV-CA,Cartosat-2B & Rideshares
6367,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-07-10 18:40:00+00:00,/launches/details/6367,1,Proton-M/Briz-M,EchoStar XV
5354,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-06-30 15:35:00+00:00,/launches/details/5354,1,Soyuz U,Progress M-06M
583,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-06-26 21:41:00+00:00,/launches/details/583,1,Ariane 5 ECA,Arabsat-5A & COMS-1
1369,1.35 m,4.37 m,554 kN,,350 kg,,22.0 m,3,Active,0,"Pad 1, Palmachim Airbase, Israel",IAI,2010-06-22 19:00:00+00:00,/launches/details/1369,1,Shavit-2,Ofek-9
3258,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kosmotras,2010-06-21 02:14:00+00:00,/launches/details/3258,1,Dnepr,TanDEM-X
6183,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-06-15 21:35:00+00:00,/launches/details/6183,1,Soyuz FG,Soyuz TMA-19
3268,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 370/13, Yasny Cosmodrome, Russia",Kosmotras,2010-06-15 14:42:00+00:00,/launches/details/3268,1,Dnepr,Picard & PRISMA
5152,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2010-06-15 01:39:00+00:00,/launches/details/5152,1,Long March 2D,Shijian-12
1392,2.0 m,5.38 m,"1,639 kN",0 kg,100 kg,,33.52 m,2,Retired,0,"LC-1, Naro Space Center, South Korea",KARI,2010-06-10 08:01:00+00:00,/launches/details/1392,0,KSLV-1,STSAT-2B
9,5.2 m,13.0 m,"4,940 kN","4,540 kg","10,450 kg",$59.5 million,54.9 m,2,Retired,0,"SLC-40, Cape Canaveral SFS, Florida, USA",SpaceX,2010-06-04 18:45:00+00:00,/launches/details/9,1,Falcon 9 Block 1 (v1.0),Flight 1
6368,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-06-03 22:00:00+00:00,/launches/details/6368,1,Proton-M/Briz-M,Badr-5
4921,4.2 m,9.78 m,"5,923 kN","3,800 kg","8,000 kg",$20.14 million,54.84 m,3,Retired,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2010-06-02 15:53:00+00:00,/launches/details/4921,1,Long March 3C,Beidou-2 G3
2636,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",Eurockot,2010-06-02 01:59:00+00:00,/launches/details/2636,1,Rokot/Briz KM,SERVIS-2
162,4.0 m,11.75 m,"4,895 kN","6,390 kg","10,440 kg",$164.0 million,62.5 m,2,Retired,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2010-05-28 03:00:00+00:00,/launches/details/162,1,"Delta IV Medium+ (4,2)",GPS IIF-1
560,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2010-05-21 22:01:00+00:00,/launches/details/560,1,Ariane 5 ECA,Astra 3B & COMSATBw-2
1475,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2010-05-20 21:58:00+00:00,/launches/details/1475,1,H-IIA 202,"Akatsuki, IKAROS & Others"
682,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2010-05-14 18:20:00+00:00,/launches/details/682,1,Space Shuttle Atlantis,STS-132
1232,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-04-28 17:15:00+00:00,/launches/details/1232,1,Soyuz U,Progress M-05M
3193,2.44 m,5.72 m,"1,486 kN",0 kg,"1,500 kg",,32.42 m,2,Retired,0,"Site 132/1, Plesetsk Cosmodrome, Russia",VKS RF,2010-04-27 01:05:00+00:00,/launches/details/3193,1,Cosmos-3M,Cosmos 2463
6369,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-04-24 11:18:00+00:00,/launches/details/6369,1,Proton-M/Briz-M,SES-1
592,5.4 m,26.5 m,"3,826 kN","3,780 kg","8,210 kg",$120.0 million,62.2 m,2,Retired,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2010-04-22 23:52:00+00:00,/launches/details/592,1,Atlas V 501,OTV-1
6077,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2010-04-16 15:00:00+00:00,/launches/details/6077,1,Soyuz U,Cosmos 2462
1158,4.0 m,7.8 m,"7,887 kN","2,500 kg","5,000 kg",$47.0 million,51.7 m,3,Active,4,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2010-04-15 10:57:00+00:00,/launches/details/1158,0,GSLV Mk II,GSAT-4
3259,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kosmotras,2010-04-08 13:57:00+00:00,/launches/details/3259,1,Dnepr,CryoSat-2
681,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2010-04-05 10:21:00+00:00,/launches/details/681,1,Space Shuttle Discovery,STS-131
1231,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-04-02 04:04:00+00:00,/launches/details/1231,1,Soyuz FG,Soyuz TMA-18
6370,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-03-20 18:26:00+00:00,/launches/details/6370,1,Proton-M/Briz-M,EchoStar XIV
4920,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2010-03-05 04:55:00+00:00,/launches/details/4920,1,Long March 4C,"Yaogan-9 1, 2 & 3"
163,4.0 m,11.75 m,"4,895 kN","6,390 kg","10,440 kg",$164.0 million,62.5 m,2,Retired,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2010-03-04 23:57:00+00:00,/launches/details/163,1,"Delta IV Medium+ (4,2)",GOES-P (GOES-15)
6373,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-03-01 21:19:00+00:00,/launches/details/6373,1,Proton-M/DM-2,"Cosmos 2459, 2460 & 2461"
6371,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2010-02-12 00:39:00+00:00,/launches/details/6371,1,Proton-M/Briz-M,Intelsat 16
589,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2010-02-11 15:23:00+00:00,/launches/details/589,1,Atlas V 401,SDO
679,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2010-02-08 09:14:00+00:00,/launches/details/679,1,Space Shuttle Endeavour,STS-130
5355,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-02-03 03:45:00+00:00,/launches/details/5355,1,Soyuz U,Progress M-04M
6372,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2010-01-28 00:17:00+00:00,/launches/details/6372,1,Proton-M/Briz-M,Raduga-1M n°02
4919,4.2 m,9.78 m,"5,923 kN","3,800 kg","8,000 kg",$20.14 million,54.84 m,3,Retired,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2010-01-16 16:12:00+00:00,/launches/details/4919,1,Long March 3C,Beidou-2 G1
6363,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-12-29 00:21:00+00:00,/launches/details/6363,1,Proton-M/Briz-M,DirecTV-12
6184,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-12-20 21:52:00+00:00,/launches/details/6184,1,Soyuz FG,Soyuz TMA-17
559,,,,"6,600 kg",,,,2,Retired,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-12-18 16:26:00+00:00,/launches/details/559,1,Ariane 5 GS,Hélios 2B
4918,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2009-12-15 02:31:00+00:00,/launches/details/4918,1,Long March 4C,Yaogan 8 & Xiwang 1
1543,3.0 m,8.9 m,"2,533 kN",,"2,703 kg",,38.9 m,2,Retired,3,"SLC-2W, Vandenberg SFB, California, USA",ULA,2009-12-14 14:09:00+00:00,/launches/details/1543,1,Delta II 7320-10C,WISE
6362,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-12-14 10:38:00+00:00,/launches/details/6362,1,Proton-M/DM-2,"Cosmos 2456, 2457 & 2458"
