id,Fairing Diameter,Fairing Height,Liftoff Thrust,Payload to GTO,Payload to LEO,Price,Rocket Height,Stages,Status,Strap-ons,base,company,date,link,status,title_1,title_2
4917,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2009-12-09 08:42:00+00:00,/launches/details/4917,1,Long March 2D,Yaogan 7
1177,5.1 m,19.1 m,"6,653 kN","6,890 kg","11,600 kg",,66.4 m,2,Retired,4,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2009-12-06 01:47:00+00:00,/launches/details/1177,1,"Delta IV Medium+ (5,4)",WGS-3
3279,4.1 m,10.4 m,"7,257 kN","5,000 kg","13,740 kg",,59.46 m,3,Retired,0,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Land Launch,2009-11-30 21:00:00+00:00,/launches/details/3279,1,Zenit-3 SLB,Intelsat 15
1474,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2009-11-28 01:21:00+00:00,/launches/details/1474,1,H-IIA 202,IGS-Optical 3
6361,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-11-24 14:19:00+00:00,/launches/details/6361,1,Proton-M/Briz-M,Eutelsat W7
582,4.2 m,13.8 m,"8,815 kN","7,700 kg","15,260 kg",$130.0 million,59.1 m,2,Retired,3,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2009-11-23 06:55:00+00:00,/launches/details/582,1,Atlas V 431,Intelsat 14
6074,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2009-11-20 10:43:00+00:00,/launches/details/6074,1,Soyuz U,Cosmos 2455
678,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2009-11-16 19:28:00+00:00,/launches/details/678,1,Space Shuttle Atlantis,STS-129
4916,3.35 m,5.84 m,"2,962 kN","1,000 kg","2,500 kg",$30.8 million,34.65 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2009-11-12 02:45:00+00:00,/launches/details/4916,1,Long March 2C,Shijian-11 01
5356,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-11-10 14:22:00+00:00,/launches/details/5356,1,Soyuz U,Progress M-MIM2
2639,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",Eurockot,2009-11-02 01:50:00+00:00,/launches/details/2639,1,Rokot/Briz KM,SMOS & PROBA-2
557,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-10-29 20:00:00+00:00,/launches/details/557,1,Ariane 5 ECA,NSS-12 & Thor-6
4826,,,"12,500 kN",,,$450.0 million,94.0 m,1,Retired,0,"LC-39B, Kennedy Space Center, Florida, USA",NASA,2009-10-28 15:30:00+00:00,/launches/details/4826,1,Ares 1-X,Ares 1-X Test Flight
581,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-3E, Vandenberg SFB, California, USA",ULA,2009-10-18 16:12:00+00:00,/launches/details/581,1,Atlas V 401,DMSP-5D3-F18
5357,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-10-15 01:14:00+00:00,/launches/details/5357,1,Soyuz U,Progress M-03M
1542,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",ULA,2009-10-08 18:51:00+00:00,/launches/details/1542,1,Delta II 7920-10C,WorldView-2
556,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-10-01 21:59:00+00:00,/launches/details/556,1,Ariane 5 ECA,Amazonas 2 & COMSATBw-1
6185,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-09-30 07:14:00+00:00,/launches/details/6185,1,Soyuz FG,Soyuz TMA-16
1541,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-17B, Cape Canaveral SFS, Florida, USA",ULA,2009-09-25 12:20:00+00:00,/launches/details/1541,1,Delta II 7920-10C,STSS Demo
2071,3.2 m,8.3 m,"4,847 kN",,,$21.0 million,44.0 m,4,Active,0,"First Launch Pad, Satish Dhawan Space Centre, India",ISRO,2009-09-23 06:21:00+00:00,/launches/details/2071,1,PSLV-CA,Oceansat-2 & Rideshares
6360,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-09-17 19:19:00+00:00,/launches/details/6360,1,Proton-M/Briz-M,Nimiq 5
6103,4.11 m,11.43 m,"4,550 kN","3,000 kg","7,500 kg",$25.0 million,46.94 m,4,Active,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-09-17 15:55:00+00:00,/launches/details/6103,1,Soyuz 2.1b/Fregat,Meteor-M n°1 & Others
464,5.1 m,15.0 m,,"8,000 kg","16,500 kg",$112.5 million,56.6 m,2,Retired,4,"LA-Y2, Tanegashima Space Center, Japan",MHI,2009-09-10 17:01:00+00:00,/launches/details/464,1,H-IIB,HTV-1
580,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2009-09-08 21:35:00+00:00,/launches/details/580,1,Atlas V 401,PAN
4915,4.0 m,9.56 m,"5,924 kN","5,100 kg","11,500 kg",,54.84 m,3,Retired,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2009-08-31 09:28:00+00:00,/launches/details/4915,0,Long March 3B,Palapa-D
680,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2009-08-29 03:59:00+00:00,/launches/details/680,1,Space Shuttle Discovery,STS-128
1391,2.0 m,5.38 m,"1,639 kN",0 kg,100 kg,,33.52 m,2,Retired,0,"LC-1, Naro Space Center, South Korea",KARI,2009-08-25 08:00:00+00:00,/launches/details/1391,0,KSLV-1,STSAT-2A
555,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-08-21 22:09:00+00:00,/launches/details/555,1,Ariane 5 ECA,JCSAT-12 & Optus D3
1540,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",ULA,2009-08-17 10:35:00+00:00,/launches/details/1540,1,Delta II 7925,GPS IIRM-8
6359,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-08-11 19:47:00+00:00,/launches/details/6359,1,Proton-M/Briz-M,AsiaSat 5
3260,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kosmotras,2009-07-29 18:46:00+00:00,/launches/details/3260,1,Dnepr,DubaiSat 1 & Others
5358,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-07-24 10:56:00+00:00,/launches/details/5358,1,Soyuz U,Progress M-67
3192,2.44 m,5.72 m,"1,486 kN",0 kg,"1,500 kg",,32.42 m,2,Retired,0,"Site 132/1, Plesetsk Cosmodrome, Russia",VKS RF,2009-07-21 03:57:00+00:00,/launches/details/3192,1,Cosmos-3M,Cosmos 2454
677,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2009-07-15 22:03:00+00:00,/launches/details/677,1,Space Shuttle Endeavour,STS-127
81,1.5 m,3.5 m,343 kN,,470 kg,$7.0 million,22.25 m,2,Retired,0,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",SpaceX,2009-07-14 03:36:00+00:00,/launches/details/81,1,Falcon 1,RazakSat 1
2637,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",VKS RF,2009-07-06 01:26:00+00:00,/launches/details/2637,1,Rokot/Briz KM,Cosmos 2451 to 2453
554,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-07-01 17:52:00+00:00,/launches/details/554,1,Ariane 5 ECA,TerreStar-1
6358,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-06-30 19:09:00+00:00,/launches/details/6358,1,Proton-M/Briz-M,Sirius FM5
130,4.0 m,11.75 m,"4,895 kN","6,390 kg","10,440 kg",$164.0 million,62.5 m,2,Retired,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2009-06-27 22:51:00+00:00,/launches/details/130,1,"Delta IV Medium+ (4,2)",GOES-O (GOES-14)
3278,4.1 m,10.4 m,"7,257 kN","5,000 kg","13,740 kg",,59.46 m,3,Retired,0,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Land Launch,2009-06-21 21:50:00+00:00,/launches/details/3278,1,Zenit-3 SLB,MEASAT 3a
579,4.2 m,13.8 m,"3,826 kN","4,750 kg","9,797 kg",$109.0 million,58.3 m,2,Active,0,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2009-06-18 21:32:00+00:00,/launches/details/579,1,Atlas V 401,LRO/LCROSS
6186,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-05-27 10:34:00+00:00,/launches/details/6186,1,Soyuz FG,Soyuz TMA-15
6086,4.11 m,10.2 m,"4,550 kN","2,810 kg","7,020 kg",$23.0 million,46.94 m,4,Active,4,"Site 43/4, Plesetsk Cosmodrome, Russia",VKS RF,2009-05-21 21:53:00+00:00,/launches/details/6086,0,Soyuz 2.1a/Fregat-M,Meridian n°12L
348,1.27 m,3.79 m,935 kN,,580 kg,$40.0 million,19.21 m,4,Active,0,"LP-0B, Wallops Flight Facility, Virginia, USA",Northrop,2009-05-19 23:55:00+00:00,/launches/details/348,1,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6
6357,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-05-16 00:57:00+00:00,/launches/details/6357,1,Proton-M/Briz-M,ProtoStar 2
553,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-05-14 13:12:00+00:00,/launches/details/553,1,Ariane 5 ECA,Herschel & Planck
674,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2009-05-11 18:01:00+00:00,/launches/details/674,1,Space Shuttle Atlantis,STS-125
5359,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-05-07 18:37:00+00:00,/launches/details/5359,1,Soyuz U,Progress M-02M
1544,3.0 m,8.9 m,"3,511 kN",,"4,844 kg",,38.9 m,2,Retired,9,"SLC-2W, Vandenberg SFB, California, USA",ULA,2009-05-05 20:24:00+00:00,/launches/details/1544,1,Delta II 7920-10C,STSS-ATRR
6072,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2009-04-29 16:58:00+00:00,/launches/details/6072,1,Soyuz U,Cosmos 2450
4914,3.35 m,5.84 m,"2,962 kN","1,000 kg","2,500 kg",$30.8 million,34.65 m,2,Active,0,"LC-7, Taiyuan Satellite Launch Center, China",CASC,2009-04-22 02:55:00+00:00,/launches/details/4914,1,Long March 2C,Yaogan 6
3313,4.1 m,10.4 m,"7,257 kN","6,000 kg","13,740 kg",,59.46 m,3,Retired,0,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Sea Launch,2009-04-20 08:15:00+00:00,/launches/details/3313,1,Zenit-3 SL,Sicral-1B
2070,3.2 m,8.3 m,"4,847 kN",,,$21.0 million,44.0 m,4,Active,0,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2009-04-20 01:15:00+00:00,/launches/details/2070,1,PSLV-CA,RISAT-2 & ANUSAT
4913,4.2 m,9.78 m,"5,923 kN","3,800 kg","8,000 kg",$20.14 million,54.84 m,3,Retired,2,"LC-2, Xichang Satellite Launch Center, China",CASC,2009-04-14 16:16:00+00:00,/launches/details/4913,1,Long March 3C,Beidou-2 G2
1357,1.25 m,2.0 m,284 kN,0 kg,100 kg,,29.5 m,3,Retired,0,"Pad 1, Tonghae Satellite Launching Ground, North Korea",KCST,2009-04-05 02:30:00+00:00,/launches/details/1357,0,Unha-2,Kwangmyŏngsŏng 2
577,4.2 m,13.8 m,"7,152 kN","6,890 kg","13,600 kg",$123.0 million,58.3 m,2,Active,2,"SLC-41, Cape Canaveral SFS, Florida, USA",ULA,2009-04-04 00:31:00+00:00,/launches/details/577,1,Atlas V 421,WGS-2
6356,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2009-04-03 16:24:00+00:00,/launches/details/6356,1,Proton-M/Briz-M,Eutelsat W2A
6187,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-03-26 11:49:00+00:00,/launches/details/6187,1,Soyuz FG,Soyuz TMA-14
1539,2.9 m,8.49 m,"3,511 kN","1,819 kg",,,38.1 m,3,Retired,9,"SLC-17A, Cape Canaveral SFS, Florida, USA",ULA,2009-03-24 08:34:00+00:00,/launches/details/1539,1,Delta II 7925,GPS IIRM-7
2638,2.62 m,6.74 m,"1,875 kN",0 kg,"2,150 kg",$13.0 million,29.1 m,3,Retired,0,"Site 133/3, Plesetsk Cosmodrome, Russia",Eurockot,2009-03-17 14:21:00+00:00,/launches/details/2638,1,Rokot/Briz KM,GOCE
673,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2009-03-15 23:43:00+00:00,/launches/details/673,1,Space Shuttle Discovery,STS-119
1533,3.0 m,9.3 m,"3,511 kN","1,739 kg",,,39.3 m,3,Retired,9,"SLC-17B, Cape Canaveral SFS, Florida, USA",ULA,2009-03-07 03:49:00+00:00,/launches/details/1533,1,Delta II 7925-10L,Kepler
6729,4.35 m,10.4 m,"9,548 kN","2,400 kg","19,000 kg",,57.64 m,4,Retired,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-02-28 04:09:00+00:00,/launches/details/6729,1,Proton K/Block-DM-2,Raduga-1 8
3277,4.1 m,10.4 m,"7,257 kN","5,000 kg","13,740 kg",,59.46 m,3,Retired,0,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Land Launch,2009-02-26 18:29:00+00:00,/launches/details/3277,1,Zenit-3 SLB,Telstar-11N
347,2.34 m,,"1,607 kN",,"1,458 kg",$45.0 million,27.9 m,4,Active,0,"SLC-576E, Vandenberg SFB, California, USA",Northrop,2009-02-24 09:55:00+00:00,/launches/details/347,0,Minotaur C (Taurus),Orbiting Carbon Observatory
552,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2009-02-12 22:09:00+00:00,/launches/details/552,1,Ariane 5 ECA,"Hot Bird 10, NSS-9 & Spirale-A & B"
6355,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-02-11 00:02:00+00:00,/launches/details/6355,1,Proton-M/Briz-M,Ekspress-AM44 & MD-1
5360,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2009-02-10 05:49:00+00:00,/launches/details/5360,1,Soyuz U,Progress M-66
1532,3.0 m,8.9 m,"2,533 kN",,"2,703 kg",,38.9 m,2,Retired,3,"SLC-2W, Vandenberg SFB, California, USA",ULA,2009-02-06 10:22:00+00:00,/launches/details/1532,1,Delta II 7320-10C,NOAA-N Prime
1377,1.25 m,2.0 m,284 kN,0 kg,30 kg,,22.6 m,2,Retired,0,"Imam Khomeini Spaceport, Semnan Space Center, Iran",ISA,2009-02-02 18:34:00+00:00,/launches/details/1377,1,Safir-1,Omid
1902,2.7 m,9.54 m,"3,032 kN",0 kg,"4,100 kg",,39.27 m,3,Retired,0,"Site 32/2, Plesetsk Cosmodrome, Russia",VKS RF,2009-01-30 13:30:00+00:00,/launches/details/1902,1,Tsyklon-3,Koronas Foton
1476,4.07 m,12.0 m,,"4,100 kg","10,000 kg",$90.0 million,53.0 m,2,Active,2,"LA-Y1, Tanegashima Space Center, Japan",MHI,2009-01-23 03:54:00+00:00,/launches/details/1476,1,H-IIA 202,"Ibuki, Maido 1 & Others"
129,5.1 m,19.1 m,"9,411 kN","13,810 kg","28,370 kg",$350.0 million,72.0 m,2,Active,2,"SLC-37B, Cape Canaveral SFS, Florida, USA",ULA,2009-01-18 02:47:00+00:00,/launches/details/129,1,Delta IV Heavy,NROL-26
6354,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2008-12-25 10:43:00+00:00,/launches/details/6354,1,Proton-M/DM-2,"Cosmos 2447, 2448 & 2449"
4912,3.35 m,8.89 m,"2,962 kN","2,600 kg","8,500 kg",$69.7 million,52.52 m,3,Active,0,"LC-3, Xichang Satellite Launch Center, China",CASC,2008-12-23 00:54:00+00:00,/launches/details/4912,1,Long March 3A,Fengyun-2E
551,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2008-12-20 22:35:00+00:00,/launches/details/551,1,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M
4911,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2008-12-15 03:22:00+00:00,/launches/details/4911,1,Long March 4B,Yaogan 5
6353,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2008-12-10 13:42:00+00:00,/launches/details/6353,1,Proton-M/Briz-M,Ciel 2
3940,2.58 m,7.81 m,"4,391 kN","2,400 kg","6,200 kg",,44.23 m,4,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2008-12-02 04:59:00+00:00,/launches/details/3940,1,Molniya-M /Block 2BL,Cosmos 2446
4910,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2008-12-01 04:42:00+00:00,/launches/details/4910,1,Long March 2D,Yaogan 4
5361,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2008-11-26 12:38:00+00:00,/launches/details/5361,1,Soyuz U,Progress M-01M
672,,,"30,250 kN","3,810 kg","27,500 kg",$450.0 million,56.1 m,2,Retired,2,"LC-39A, Kennedy Space Center, Florida, USA",NASA,2008-11-15 00:55:00+00:00,/launches/details/672,1,Space Shuttle Endeavour,STS-126
6071,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 16/2, Plesetsk Cosmodrome, Russia",VKS RF,2008-11-14 15:50:00+00:00,/launches/details/6071,1,Soyuz U,Cosmos 2445
6352,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2008-11-05 20:44:00+00:00,/launches/details/6352,1,Proton-M/Briz-M,Astra-1M
4759,3.35 m,7.82 m,"2,962 kN","1,200 kg","3,500 kg",$29.75 million,40.77 m,2,Active,0,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",CASC,2008-11-05 00:15:00+00:00,/launches/details/4759,1,Long March 2D,Shiyan-3 & Chuangxin-1 02
4757,4.2 m,9.56 m,"5,986 kN","5,550 kg","11,500 kg",$29.15 million,56.3 m,3,Active,4,"LC-2, Xichang Satellite Launch Center, China",CASC,2008-10-29 16:53:00+00:00,/launches/details/4757,1,Long March 3B/E,VENESAT 1
1531,3.0 m,8.9 m,"3,020 kN",,"3,099 kg",,38.9 m,2,Retired,4,"SLC-2W, Vandenberg SFB, California, USA",ULA,2008-10-25 02:28:00+00:00,/launches/details/1531,1,Delta II 7420-10C,COSMO-3
4756,3.8 m,11.74 m,"2,993 kN","1,500 kg","4,200 kg",$64.68 million,46.97 m,3,Active,0,"LC-9, Taiyuan Satellite Launch Center, China",CASC,2008-10-25 01:15:00+00:00,/launches/details/4756,1,Long March 4B,Shijian-6E & 6F
2069,3.2 m,8.3 m,"7,661 kN","1,410 kg","3,250 kg",$31.0 million,44.0 m,4,Active,6,"Second Launch Pad, Satish Dhawan Space Centre, India",ISRO,2008-10-22 00:52:00+00:00,/launches/details/2069,1,PSLV-XL,Chandrayaan-1
257,1.15 m,2.13 m,561 kN,,443 kg,$40.0 million,17.6 m,4,Active,0,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",Northrop,2008-10-19 17:47:00+00:00,/launches/details/257,1,Pegasus XL,IBEX
6188,3.0 m,15.59 m,"4,550 kN",0 kg,"7,300 kg",,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2008-10-12 07:01:00+00:00,/launches/details/6188,1,Soyuz FG,Soyuz TMA-13
3267,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 370/13, Yasny Cosmodrome, Russia",Kosmotras,2008-10-01 06:37:00+00:00,/launches/details/3267,1,Dnepr,THEOS 1
80,1.5 m,3.5 m,343 kN,,470 kg,$7.0 million,22.25 m,2,Retired,0,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",SpaceX,2008-09-28 23:15:00+00:00,/launches/details/80,1,Falcon 1,Ratsat
2613,3.6 m,19.11 m,"5,985 kN",0 kg,"8,400 kg",,58.34 m,2,Retired,4,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",CASC,2008-09-25 13:10:00+00:00,/launches/details/2613,1,Long March 2F,Shenzhou 7
6351,4.35 m,10.0 m,"10,027 kN","6,000 kg","21,000 kg",$65.0 million,57.24 m,4,Active,0,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2008-09-25 08:49:00+00:00,/launches/details/6351,1,Proton-M/DM-2,"Cosmos 2442, 2443 & 2444"
3312,4.1 m,10.4 m,"7,257 kN","6,000 kg","13,740 kg",,59.46 m,3,Retired,0,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Sea Launch,2008-09-24 09:27:00+00:00,/launches/details/3312,1,Zenit-3 SL,Galaxy 19
6350,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2008-09-19 21:48:00+00:00,/launches/details/6350,1,Proton-M/Briz-M,Nimiq 4
5362,3.0 m,15.59 m,"4,456 kN",0 kg,"6,860 kg",$20.0 million,51.32 m,3,Retired,4,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Roscosmos,2008-09-10 19:50:00+00:00,/launches/details/5362,1,Soyuz U,Progress M-65
1538,3.0 m,8.9 m,"3,020 kN",,"3,099 kg",,38.9 m,2,Retired,4,"SLC-2W, Vandenberg SFB, California, USA",ULA,2008-09-06 18:50:00+00:00,/launches/details/1538,1,Delta II 7420-10C,GeoEye-1
4069,3.35 m,8.37 m,"2,962 kN","1,000 kg","2,850 kg",$30.8 million,38.83 m,3,Active,0,"LC-7, Taiyuan Satellite Launch Center, China",CASC,2008-09-06 03:25:00+00:00,/launches/details/4069,1,Long March 2C/SMA,Huanjing-1A & 1B
3261,3.0 m,7.45 m,"4,166 kN",500 kg,"4,500 kg",$29.0 million,34.3 m,3,Retired,0,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kosmotras,2008-08-29 07:15:00+00:00,/launches/details/3261,1,Dnepr,RapidEye 1 to 5
6349,4.35 m,15.26 m,"10,027 kN","6,900 kg","21,000 kg",$65.0 million,58.18 m,4,Active,0,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",ILS,2008-08-18 22:42:00+00:00,/launches/details/6349,1,Proton-M/Briz-M,Inmarsat-4F3
1372,1.25 m,2.0 m,284 kN,0 kg,30 kg,,22.6 m,2,Retired,0,"Imam Khomeini Spaceport, Semnan Space Center, Iran",ISA,2008-08-16 19:32:00+00:00,/launches/details/1372,0,Safir-1,Omid
550,5.4 m,17.0 m,"15,120 kN","10,500 kg","21,000 kg",$200.0 million,53.0 m,2,Active,2,"ELA-3, Guiana Space Centre, French Guiana, France",Arianespace,2008-08-14 20:44:00+00:00,/launches/details/550,1,Ariane 5 ECA,Superbird-7 & AMC-21
79,1.5 m,3.5 m,343 kN,,470 kg,$7.0 million,22.25 m,2,Retired,0,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",SpaceX,2008-08-03 03:34:00+00:00,/launches/details/79,0,Falcon 1,"Trailblazer, PreSat & Nanosail-D"
